Source,Target,Weight,Type
Sarah Jane Smith,Rassilon,2,directed
Sarah Jane Smith,Romana II,2,directed
Sarah Jane Smith,Rose Tyler,4,directed
Sarah Jane Smith,Salamar,1,directed
Sarah Jane Smith,Scientific Reform Society,1,directed
Sarah Jane Smith,Second Doctor,1,directed
Sarah Jane Smith,Seventh Doctor,1,directed
Sarah Jane Smith,Sixth Doctor,1,directed
Sarah Jane Smith,Styre,1,directed
Sarah Jane Smith,Supreme Dalek (The Stolen Earth),2,directed
Sarah Jane Smith,Susan Foreman,2,directed
Sarah Jane Smith,Sutekh,1,directed
Sarah Jane Smith,Sylvia Noble,3,directed
Sarah Jane Smith,Tegan Jovanka,1,directed
Sarah Jane Smith,Tenth Doctor,4,directed
Sarah Jane Smith,Tenth Doctor (Journey's End),1,directed
Sarah Jane Smith,The Brigadier,4,directed
Sarah Jane Smith,The Great One (Planet of the Spiders),1,directed
Sarah Jane Smith,The Master,2,directed
Sarah Jane Smith,The Rani,1,directed
Sarah Jane Smith,Third Doctor,7,directed
Sarah Jane Smith,Time Lord messenger (Genesis of the Daleks),1,directed
Sarah Jane Smith,Victoria Waterfield,1,directed
Sarah Jane Smith,Vislor Turlough,1,directed
Sarah Jane Smith,Vorus,1,directed
Sarah Jane Smith,Whitaker (Invasion of the Dinosaurs),1,directed
Sarah Jane Smith,Wilfred Mott,3,directed
Sarah Jane Smith,Wirrn,1,directed
Saturnyn,Amy Pond,1,directed
Saturnyn,Eleventh Doctor,1,directed
Saturnyn,Rory Williams,1,directed
Scaroth,Duggan,1,directed
Scaroth,Fourth Doctor,1,directed
Scaroth,Romana II,1,directed
Scientific Reform Society,Alistair Gordon Lethbridge-Stewart,1,directed
Scientific Reform Society,Fourth Doctor,1,directed
Scientific Reform Society,Harry Sullivan,1,directed
Scientific Reform Society,Sarah Jane Smith,1,directed
Sea Devil,Jane Blythe (The Sea Devils),1,directed
Sea Devil,Jo Grant,1,directed
Sea Devil,John Hart (The Sea Devils),1,directed
Sea Devil,The Master,1,directed
Sea Devil,Third Doctor,1,directed
Seb (The Caretaker),Clara Oswald,2,directed
Seb (The Caretaker),Courtney Woods,1,directed
Seb (The Caretaker),Cybermen,1,directed
Seb (The Caretaker),Danny Pink,2,directed
Seb (The Caretaker),Frank Armitage,2,directed
Seb (The Caretaker),Skovox Blitzer,1,directed
Seb (The Caretaker),The Master,2,directed
Seb (The Caretaker),Twelfth Doctor,2,directed
Second Doctor,Alistair Gordon Lethbridge-Stewart,3,directed
Second Doctor,Ben Jackson,7,directed
Second Doctor,Borusa,1,directed
Second Doctor,Bragen,1,directed
Second Doctor,Chameleon (humanoid),1,directed
Second Doctor,Chancellor (The Three Doctors),1,directed
Second Doctor,Cutler (The Tenth Planet),1,directed
Second Doctor,Cyber-Controller (The Tomb of the Cybermen),1,directed
Second Doctor,Cyber-Director,1,directed
Second Doctor,Cyber-Planner (The Wheel in Space),1,directed
Second Doctor,CyberMondan,1,directed
Second Doctor,CyberTelosian,1,directed
Second Doctor,Cyberman,1,directed
Second Doctor,Dalek,1,directed
Second Doctor,Dalek Prime,1,directed
Second Doctor,Edward Travers,2,directed
Second Doctor,Eelek,1,directed
Second Doctor,Eric Klieg,1,directed
Second Doctor,Fifth Doctor,1,directed
Second Doctor,First Doctor,3,directed
Second Doctor,Fourth Doctor,1,directed
Second Doctor,Great Intelligence,2,directed
Second Doctor,Grey (The Highlanders),1,directed
Second Doctor,Isobel Watkins,1,directed
Second Doctor,Jack Tracy,1,directed
Second Doctor,Jamie McCrimmon,20,directed
Second Doctor,Janley,1,directed
Second Doctor,Jennifer Buckingham,1,directed
Second Doctor,Jeremy Carstairs,1,directed
Second Doctor,Jo Grant,1,directed
Second Doctor,John Benton,2,directed
Second Doctor,K9 Mark III,1,directed
Second Doctor,Kaftan,1,directed
Second Doctor,Karkus,1,directed
Second Doctor,Kroton (species),1,directed
Second Doctor,Lord President,1,directed
Second Doctor,Macra,1,directed
Second Doctor,Master Brain,1,directed
Second Doctor,Master of the Land,1,directed
Second Doctor,Maurice Caven,1,directed
Second Doctor,Omega,1,directed
Second Doctor,Padmasambhava,1,directed
Second Doctor,Palmer (The Three Doctors),1,directed
Second Doctor,Peter Haydon,1,directed
Second Doctor,Polly Wright,7,directed
Second Doctor,President (The Three Doctors),1,directed
Second Doctor,Quark,1,directed
Second Doctor,Rago,1,directed
Second Doctor,Ramón Salamander,1,directed
Second Doctor,Rapunzel,1,directed
Second Doctor,Rassilon,1,directed
Second Doctor,Romana II,1,directed
Second Doctor,Sarah Jane Smith,1,directed
Second Doctor,Slaar,1,directed
Second Doctor,Susan Foreman,1,directed
Second Doctor,Tegan Jovanka,1,directed
Second Doctor,The Brigadier,1,directed
Second Doctor,The Director (The Faceless Ones),1,directed
Second Doctor,The Master,1,directed
Second Doctor,The War Chief,1,directed
Second Doctor,Third Doctor,2,directed
Second Doctor,Thonmi,1,directed
Second Doctor,Time Lord (The Three Doctors),1,directed
Second Doctor,Toba,1,directed
Second Doctor,Tobias Vaughn,1,directed
Second Doctor,Varga,1,directed
Second Doctor,Victoria Waterfield,7,directed
Second Doctor,Vislor Turlough,1,directed
Second Doctor,War Lord,1,directed
Second Doctor,Weed creature,1,directed
Second Doctor,Zaroff,1,directed
Second Doctor,Zoe Heriot,8,directed
Seer,Fourth Doctor,1,directed
Seer,K9 Mark I,1,directed
Seer,Leela,1,directed
Seer,Oracle (Underworld),1,directed
Sentient oil,Bill Potts,1,directed
Sentient oil,Heather (The Pilot),1,directed
Sentient oil,Nardole,1,directed
Sentient oil,Twelfth Doctor,1,directed
Seth Harper,Billy Clanton,1,directed
Seth Harper,Dodo Chaplet,1,directed
Seth Harper,First Doctor,1,directed
Seth Harper,Ike Clanton,1,directed
Seth Harper,Johnny Ringo,1,directed
Seth Harper,Pa Clanton,1,directed
Seth Harper,Phineas Clanton,1,directed
Seth Harper,Steven Taylor,1,directed
Seth Harper,Template:Disputed,1,directed
Seventh Doctor,A. H. Millington,1,directed
Seventh Doctor,Ace,10,directed
Seventh Doctor,Allison Williams,1,directed
Seventh Doctor,Ancelyn,1,directed
Seventh Doctor,Bannermen,1,directed
Seventh Doctor,Black Dalek Leader,1,directed
Seventh Doctor,Chang Lee,1,directed
Seventh Doctor,Cheetah Person,1,directed
Seventh Doctor,Chief Caretaker,1,directed
Seventh Doctor,Chief clown,1,directed
Seventh Doctor,Cyber-Leader (Silver Nemesis),1,directed
Seventh Doctor,Davros,1,directed
Seventh Doctor,De Flores,1,directed
Seventh Doctor,Eighth Doctor,1,directed
Seventh Doctor,Fenric,1,directed
Seventh Doctor,Fifth Doctor,1,directed
Seventh Doctor,Fourth Doctor,1,directed
Seventh Doctor,Gavrok,1,directed
Seventh Doctor,Gods of Ragnarok,1,directed
Seventh Doctor,Grace Holloway,1,directed
Seventh Doctor,Haemovore,1,directed
Seventh Doctor,Helen A,1,directed
Seventh Doctor,Ian Gilmore,1,directed
Seventh Doctor,Ingiger,1,directed
Seventh Doctor,Josiah Samuel Smith,1,directed
Seventh Doctor,K9 (Storm in a Tikka) (page does not exist),1,directed
Seventh Doctor,Kandyman,1,directed
Seventh Doctor,Kane (Dragonfire),1,directed
Seventh Doctor,Keillor,1,directed
Seventh Doctor,Kitling,1,directed
Seventh Doctor,Kroagnon,1,directed
Seventh Doctor,Leela,1,directed
Seventh Doctor,Light (Ghost Light),1,directed
Seventh Doctor,Liz Shaw,1,directed
Seventh Doctor,Mags (The Greatest Show in the Galaxy),1,directed
Seventh Doctor,Melanie Bush,5,directed
Seventh Doctor,Midge (Survival),1,directed
Seventh Doctor,Mike Yates,1,directed
Seventh Doctor,Morgaine,1,directed
Seventh Doctor,Nyssa,1,directed
Seventh Doctor,Peinforte,1,directed
Seventh Doctor,Peri Brown,1,directed
Seventh Doctor,Rachel Jensen,1,directed
Seventh Doctor,Romana II,1,directed
Seventh Doctor,Sabalom Glitz,1,directed
Seventh Doctor,Sarah Jane Smith,1,directed
Seventh Doctor,Sixth Doctor,2,directed
Seventh Doctor,Susan Foreman,1,directed
Seventh Doctor,The Brigadier,2,directed
Seventh Doctor,The Destroyer,1,directed
Seventh Doctor,The Master,2,directed
Seventh Doctor,The Rani,2,directed
Seventh Doctor,Third Doctor,1,directed
Seventh Doctor,Victoria Waterfield,1,directed
Seventh Doctor,Winifred Bambera,1,directed
Seventh Doctor (Death Comes to Time),Ace (Death Comes to Time),1,directed
Seventh Doctor (Death Comes to Time),Antimony (Death Comes to Time),1,directed
Seventh Doctor (Death Comes to Time),Minister of Chance,1,directed
Seventh Doctor (Death Comes to Time),Tannis (Death Comes to Time),1,directed
Seventh Doctor (Death Comes to Time),The Brigadier (Death Comes to Time),1,directed
Shakri,Amy Pond,1,directed
Shakri,Brian Williams (Dinosaurs on a Spaceship),1,directed
Shakri,Eleventh Doctor,1,directed
Shakri,Kate Stewart,1,directed
Shakri,Rory Williams,1,directed
Sharaz Jek,Adric,1,directed
Sharaz Jek,Fifth Doctor,1,directed
Sharaz Jek,Kamelion,1,directed
Sharaz Jek,Morgus,1,directed
Sharaz Jek,Nyssa,1,directed
Sharaz Jek,Peri Brown,1,directed
Sharaz Jek,Sixth Doctor,1,directed
Sharaz Jek,Stotz,1,directed
Sharaz Jek,Tegan Jovanka,1,directed
Sharaz Jek,Vislor Turlough,1,directed
Sheriff of Nottingham,Clara Oswald,1,directed
Sheriff of Nottingham,Robin Hood,1,directed
Sheriff of Nottingham,Twelfth Doctor,1,directed
Shoal of the Winter Harmony,Grant (The Return of Doctor Mysterio),1,directed
Shoal of the Winter Harmony,Lucy Fletcher,1,directed
Shoal of the Winter Harmony,Nardole,1,directed
Shoal of the Winter Harmony,Twelfth Doctor,1,directed
Shockeye of the Quawncing Grig,Chessene of the Franzine Grig,1,directed
Shockeye of the Quawncing Grig,Jamie McCrimmon,1,directed
Shockeye of the Quawncing Grig,Peri Brown,1,directed
Shockeye of the Quawncing Grig,Sixth Doctor,1,directed
Shockeye of the Quawncing Grig,Sontaran,1,directed
Sil,Chief Officer,1,directed
Sil,Peri Brown,1,directed
Sil,Quillam,1,directed
Sil,Sixth Doctor,1,directed
Silent,Amy Pond,3,directed
Silent,Canton Everett Delaware III,2,directed
Silent,Captain,1,directed
Silent,Carter (Let's Kill Hitler),1,directed
Silent,Dorium Maldovar,1,directed
Silent,Eleventh Doctor,3,directed
Silent,Richard Nixon,2,directed
Silent,River Song,3,directed
Silent,Rory Williams,3,directed
Silent,Teselecta,1,directed
Silent,Winston Churchill,1,directed
Sixth Doctor,Ace,1,directed
Sixth Doctor,Adric,1,directed
Sixth Doctor,Azmael,1,directed
Sixth Doctor,Borad,1,directed
Sixth Doctor,Chief Officer,1,directed
Sixth Doctor,Cyber-Controller,1,directed
Sixth Doctor,Cyber-Controller (The Tomb of the Cybermen),1,directed
Sixth Doctor,Davros,1,directed
Sixth Doctor,Evelyn Smythe,1,directed
Sixth Doctor,Fifth Doctor,2,directed
Sixth Doctor,Fourth Doctor,1,directed
Sixth Doctor,Gareth Jenkins (A Fix with Sontarans),1,directed
Sixth Doctor,Gustave Lytton,1,directed
Sixth Doctor,H. G. Wells,1,directed
Sixth Doctor,K9 (Storm in a Tikka) (page does not exist),1,directed
Sixth Doctor,Kamelion,1,directed
Sixth Doctor,Leela,1,directed
Sixth Doctor,Liz Shaw,1,directed
Sixth Doctor,Melanie Bush,2,directed
Sixth Doctor,Mestor,1,directed
Sixth Doctor,Mike Yates,1,directed
Sixth Doctor,Morgus,1,directed
Sixth Doctor,Nathan (A Fix with Sontarans),1,directed
Sixth Doctor,Nyssa,2,directed
Sixth Doctor,Peri Brown,8,directed
Sixth Doctor,Quillam,1,directed
Sixth Doctor,Romana II,1,directed
Sixth Doctor,Ron Rat,1,directed
Sixth Doctor,Sarah Jane Smith,1,directed
Sixth Doctor,Second Doctor (page does not exist),5,directed
Sixth Doctor,Seventh Doctor,2,directed
Sixth Doctor,Sharaz Jek,1,directed
Sixth Doctor,Sil,1,directed
Sixth Doctor,Stotz,1,directed
Sixth Doctor,Susan Foreman,1,directed
Sixth Doctor,Tegan Jovanka,2,directed
Sixth Doctor,Tekker,1,directed
Sixth Doctor,The Brigadier,1,directed
Sixth Doctor,The Master,1,directed
Sixth Doctor,The Rani,3,directed
Sixth Doctor,Third Doctor,1,directed
Sixth Doctor,Turner (A Fix with Sontarans),1,directed
Sixth Doctor,Victoria Waterfield,1,directed
Sixth Doctor,Vislor Turlough,1,directed
Skagra,Chris Parsons,1,directed
Skagra,Chronotis,1,directed
Skagra,Clare Keightley,1,directed
Skagra,Eighth Doctor,1,directed
Skagra,K9 Mark II,1,directed
Skagra,Romana II,1,directed
Skaldak,Clara Oswald,1,directed
Skaldak,Eleventh Doctor,1,directed
Skaldak,Grand Marshall,1,directed
Skovox Blitzer,Clara Oswald,1,directed
Skovox Blitzer,Courtney Woods,1,directed
Skovox Blitzer,Danny Pink,1,directed
Skovox Blitzer,Frank Armitage,1,directed
Skovox Blitzer,Seb (The Caretaker),1,directed
Skovox Blitzer,The Master,1,directed
Skovox Blitzer,Twelfth Doctor,1,directed
Slaar,Jamie McCrimmon,1,directed
Slaar,Second Doctor,1,directed
Slaar,Zoe Heriot,1,directed
Soldeed,Fourth Doctor,1,directed
Soldeed,K9 Mark II,1,directed
Soldeed,Nimon,1,directed
Soldeed,Romana II,1,directed
Solitract,Grace O'Brien,1,directed
Solitract,Graham O'Brien,1,directed
Solitract,Ribbons,1,directed
Solitract,Ryan Sinclair,1,directed
Solitract,Thirteenth Doctor,1,directed
Solitract,Yasmin Khan,1,directed
Solomon (Dinosaurs on a Spaceship),Amy Pond,1,directed
Solomon (Dinosaurs on a Spaceship),Brian Williams (Dinosaurs on a Spaceship),1,directed
Solomon (Dinosaurs on a Spaceship),Eleventh Doctor,1,directed
Solomon (Dinosaurs on a Spaceship),John Riddell,1,directed
Solomon (Dinosaurs on a Spaceship),Nefertiti,1,directed
Solomon (Dinosaurs on a Spaceship),Rory Williams,1,directed
Sontaran,Chessene of the Franzine Grig,1,directed
Sontaran,Jamie McCrimmon,1,directed
Sontaran,Peri Brown,1,directed
Sontaran,Shockeye of the Quawncing Grig,1,directed
Sontaran,Sixth Doctor,1,directed
Sontarans,Eleventh Doctor,1,directed
Sontarans,Ood (Pond Life),1,directed
Sonya Khan,Ada Lovelace,1,directed
Sonya Khan,Chagaska,1,directed
Sonya Khan,Daniel Barton,1,directed
Sonya Khan,Giant spider (Arachnids in the UK),1,directed
Sonya Khan,Grace O'Brien,1,directed
Sonya Khan,Graham O'Brien,4,directed
Sonya Khan,Hakim Khan,3,directed
Sonya Khan,Jack Robertson,1,directed
Sonya Khan,Kasaavin,1,directed
Sonya Khan,Manish,1,directed
Sonya Khan,Najia Khan,3,directed
Sonya Khan,Noor Inayat Khan,1,directed
Sonya Khan,Rakaya,1,directed
Sonya Khan,Ryan Sinclair,4,directed
Sonya Khan,The Master,1,directed
Sonya Khan,Thirteenth Doctor,4,directed
Sonya Khan,Tibo,2,directed
Sonya Khan,Yasmin Khan,4,directed
Sonya Khan,Zellin,1,directed
Sophie (The Lodger),79B Aickman Road,1,directed
Sophie (The Lodger),Amy Pond,2,directed
Sophie (The Lodger),Craig Owens,2,directed
Sophie (The Lodger),Cyberman (Mondas),1,directed
Sophie (The Lodger),Eleventh Doctor,2,directed
Sophie (The Lodger),River Song,1,directed
Sophie (The Lodger),Rory Williams,1,directed
Spandrell,Engin,1,directed
Spandrell,Fourth Doctor,1,directed
Spandrell,Goth,1,directed
Spandrell,The Master,1,directed
Spider germ,Clara Oswald,1,directed
Spider germ,Courtney Woods,1,directed
Spider germ,Danny Pink,1,directed
Spider germ,Twelfth Doctor,1,directed
Staal,Donna Noble,2,directed
Staal,Mace (The Sontaran Stratagem),2,directed
Staal,Martha Jones,2,directed
Staal,Ross Jenkins,2,directed
Staal,Sylvia Noble,2,directed
Staal,Tenth Doctor,2,directed
Staal,Wilfred Mott,2,directed
Steven Taylor,Barbara Wright,1,directed
Steven Taylor,Billy Clanton,1,directed
Steven Taylor,Black Dalek Leader,2,directed
Steven Taylor,Bret Vyon,1,directed
Steven Taylor,Cassandra (The Myth Makers),1,directed
Steven Taylor,Catherine de Medici,1,directed
Steven Taylor,Celestial Toymaker,1,directed
Steven Taylor,Dodo Chaplet,5,directed
Steven Taylor,Edal,1,directed
Steven Taylor,First Doctor,10,directed
Steven Taylor,Gaspard de Saux-Tavannes,1,directed
Steven Taylor,Ian Chesterton,1,directed
Steven Taylor,Ike Clanton,1,directed
Steven Taylor,Johnny Ringo,1,directed
Steven Taylor,Katarina,2,directed
Steven Taylor,Maaga,1,directed
Steven Taylor,Mavic Chen,1,directed
Steven Taylor,Mechonoid,1,directed
Steven Taylor,Monoid,1,directed
Steven Taylor,Odysseus,1,directed
Steven Taylor,Pa Clanton,1,directed
Steven Taylor,Phineas Clanton,1,directed
Steven Taylor,Rill,1,directed
Steven Taylor,Sara Kingdom,1,directed
Steven Taylor,Seth Harper,1,directed
Steven Taylor,Template:Disputed,1,directed
Steven Taylor,The Monk,2,directed
Steven Taylor,Vicki Pallister,4,directed
Stevens,BOSS,1,directed
Stevens,Clifford Jones,1,directed
Stevens,Giant maggot,1,directed
Stevens,Jo Grant,1,directed
Stevens,John Benton,1,directed
Stevens,Mark Elgin,1,directed
Stevens,Mike Yates,1,directed
Stevens,The Brigadier,1,directed
Stevens,Third Doctor,1,directed
Stingray,Christina de Souza,1,directed
Stingray,Erisa Magambo,1,directed
Stingray,Tenth Doctor,1,directed
Stor,Commander,1,directed
Stor,Fourth Doctor,1,directed
Stor,K9 Mark I,1,directed
Stor,Leela,1,directed
Stor,Vardan,1,directed
Stotz,Adric,1,directed
Stotz,Fifth Doctor,1,directed
Stotz,Kamelion,1,directed
Stotz,Morgus,1,directed
Stotz,Nyssa,1,directed
Stotz,Peri Brown,1,directed
Stotz,Sharaz Jek,1,directed
Stotz,Sixth Doctor,1,directed
Stotz,Tegan Jovanka,1,directed
Stotz,Vislor Turlough,1,directed
Strax,Eleventh Doctor,1,directed
Strax,Jenny Flint,1,directed
Strax,Vastra,1,directed
Stuart Hyde,Jo Grant,1,directed
Stuart Hyde,John Benton,1,directed
Stuart Hyde,Kronos,1,directed
Stuart Hyde,Mike Yates,1,directed
Stuart Hyde,Minotaur,1,directed
Stuart Hyde,The Brigadier,1,directed
Stuart Hyde,The Master,1,directed
Stuart Hyde,Third Doctor,1,directed
Styre,Field Major,1,directed
Styre,Fourth Doctor,1,directed
Styre,Harry Sullivan,1,directed
Styre,Sarah Jane Smith,1,directed
Suki Cheng,Graham O'Brien,1,directed
Suki Cheng,Praxeus,1,directed
Suki Cheng,Ryan Sinclair,1,directed
Suki Cheng,Thirteenth Doctor,1,directed
Suki Cheng,Yasmin Khan,1,directed
Supreme Controller (The Dalek Invasion of Earth),Barbara Wright,1,directed
Supreme Controller (The Dalek Invasion of Earth),First Doctor,1,directed
Supreme Controller (The Dalek Invasion of Earth),Ian Chesterton,1,directed
Supreme Controller (The Dalek Invasion of Earth),Susan Foreman,1,directed
Supreme Dalek (The Stolen Earth),Dalek Caan,1,directed
Supreme Dalek (The Stolen Earth),Davros,2,directed
Supreme Dalek (The Stolen Earth),Donna Noble,2,directed
Supreme Dalek (The Stolen Earth),Francine Jones,2,directed
Supreme Dalek (The Stolen Earth),Gwen Cooper,2,directed
Supreme Dalek (The Stolen Earth),Harriet Jones,1,directed
Supreme Dalek (The Stolen Earth),Ianto Jones,2,directed
Supreme Dalek (The Stolen Earth),Jack Harkness,2,directed
Supreme Dalek (The Stolen Earth),Jackie Tyler,1,directed
Supreme Dalek (The Stolen Earth),K9 Mark IV,1,directed
Supreme Dalek (The Stolen Earth),Luke Smith,2,directed
Supreme Dalek (The Stolen Earth),Martha Jones,2,directed
Supreme Dalek (The Stolen Earth),Mickey Smith,1,directed
Supreme Dalek (The Stolen Earth),Mr Smith,2,directed
Supreme Dalek (The Stolen Earth),Rose Tyler,2,directed
Supreme Dalek (The Stolen Earth),Sarah Jane Smith,2,directed
Supreme Dalek (The Stolen Earth),Sylvia Noble,2,directed
Supreme Dalek (The Stolen Earth),Tenth Doctor,2,directed
Supreme Dalek (The Stolen Earth),Tenth Doctor (Journey's End),1,directed
Supreme Dalek (The Stolen Earth),Wilfred Mott,2,directed
Supreme Dalek (Victory of the Daleks),Amy Pond,1,directed
Supreme Dalek (Victory of the Daleks),Barnable,1,directed
Supreme Dalek (Victory of the Daleks),Clara Oswald,1,directed
Supreme Dalek (Victory of the Daleks),Eleventh Doctor,1,directed
Supreme Dalek (Victory of the Daleks),Handles,1,directed
Supreme Dalek (Victory of the Daleks),Tasha Lem,1,directed
Supreme Dalek (Victory of the Daleks),Twelfth Doctor,1,directed
Susan Foreman,Ace,1,directed
Susan Foreman,Alistair Gordon Lethbridge-Stewart,1,directed
Susan Foreman,Barbara Wright,10,directed
Susan Foreman,Borusa,1,directed
Susan Foreman,City Administrator (The Sensorites),1,directed
Susan Foreman,Commander (The Sensorites),1,directed
Susan Foreman,Dalek,1,directed
Susan Foreman,Fifth Doctor,2,directed
Susan Foreman,First Doctor,11,directed
Susan Foreman,Forester (Planet of Giants),1,directed
Susan Foreman,Fourth Doctor,2,directed
Susan Foreman,Ian Chesterton,10,directed
Susan Foreman,K9 (Storm in a Tikka) (page does not exist),1,directed
Susan Foreman,K9 Mark III,1,directed
Susan Foreman,Kal,1,directed
Susan Foreman,Leela,1,directed
Susan Foreman,Liz Shaw,1,directed
Susan Foreman,Lord President,1,directed
Susan Foreman,Léon Colbert,1,directed
Susan Foreman,Marco Polo,1,directed
Susan Foreman,Maximilien Robespierre,1,directed
Susan Foreman,Melanie Bush,1,directed
Susan Foreman,Mike Yates,1,directed
Susan Foreman,Napoléon Bonaparte,1,directed
Susan Foreman,Nyssa,1,directed
Susan Foreman,Peri Brown,1,directed
Susan Foreman,Rassilon,1,directed
Susan Foreman,Romana II,2,directed
Susan Foreman,Sarah Jane Smith,2,directed
Susan Foreman,Second Doctor,1,directed
Susan Foreman,Seventh Doctor,1,directed
Susan Foreman,Sixth Doctor,1,directed
Susan Foreman,Supreme Controller (The Dalek Invasion of Earth),1,directed
Susan Foreman,Tegan Jovanka,1,directed
Susan Foreman,Tegana,1,directed
Susan Foreman,The Brigadier,1,directed
Susan Foreman,The Master,1,directed
Susan Foreman,The Rani,1,directed
Susan Foreman,Third Doctor,2,directed
Susan Foreman,Tlotoxl,1,directed
Susan Foreman,Victoria Waterfield,1,directed
Susan Foreman,Vislor Turlough,1,directed
Susan Foreman,Yartek,1,directed
Sutcliffe (Thin Ice),Bill Potts,1,directed
Sutcliffe (Thin Ice),Nardole,1,directed
Sutcliffe (Thin Ice),Twelfth Doctor,1,directed
Sutekh,Fourth Doctor,1,directed
Sutekh,Sarah Jane Smith,1,directed
Sycorax leader,Harriet Jones,1,directed
Sycorax leader,Jackie Tyler,1,directed
Sycorax leader,Mickey Smith,1,directed
Sycorax leader,Rose Tyler,1,directed
Sycorax leader,Tenth Doctor,1,directed
Sylvia Noble,Alonso Frame,1,directed
Sylvia Noble,Cofelia,1,directed
Sylvia Noble,Dalek Caan,1,directed
Sylvia Noble,Davros,2,directed
Sylvia Noble,Donna Noble,7,directed
Sylvia Noble,Eleventh Doctor,1,directed
Sylvia Noble,Empress of the Racnoss (The Runaway Bride),1,directed
Sylvia Noble,Francine Jones,2,directed
Sylvia Noble,Gwen Cooper,2,directed
Sylvia Noble,Harriet Jones,1,directed
Sylvia Noble,Ianto Jones,2,directed
Sylvia Noble,Jack Harkness,3,directed
Sylvia Noble,Jackie Tyler,2,directed
Sylvia Noble,K9 Mark IV,1,directed
Sylvia Noble,Luke Smith,3,directed
Sylvia Noble,Mace (The Sontaran Stratagem),2,directed
Sylvia Noble,Martha Jones,5,directed
Sylvia Noble,Mickey Smith,2,directed
Sylvia Noble,Mr Smith,2,directed
Sylvia Noble,Ood Sigma,1,directed
Sylvia Noble,Rassilon,1,directed
Sylvia Noble,Rose Tyler,4,directed
Sylvia Noble,Ross Jenkins,2,directed
Sylvia Noble,Sarah Jane Smith,3,directed
Sylvia Noble,Staal,2,directed
Sylvia Noble,Supreme Dalek (The Stolen Earth),2,directed
Sylvia Noble,Tenth Doctor,7,directed
Sylvia Noble,Tenth Doctor (Journey's End),1,directed
Sylvia Noble,The Master,1,directed
Sylvia Noble,Wilfred Mott,6,directed
Tannis (Death Comes to Time),Ace (Death Comes to Time),1,directed
Tannis (Death Comes to Time),Antimony (Death Comes to Time),1,directed
Tannis (Death Comes to Time),Minister of Chance,1,directed
Tannis (Death Comes to Time),Seventh Doctor (Death Comes to Time),1,directed
Tannis (Death Comes to Time),The Brigadier (Death Comes to Time),1,directed
Taren Capel,Ander Poul,1,directed
Taren Capel,Fourth Doctor,1,directed
Taren Capel,Kaldor android,1,directed
Taren Capel,Kiy Uvanov,1,directed
Taren Capel,Leela,1,directed
Taren Capel,Lish Toos,1,directed
Tasha Lem,Amy Pond,1,directed
Tasha Lem,Barnable,1,directed
Tasha Lem,Clara Oswald,1,directed
Tasha Lem,Eleventh Doctor,1,directed
Tasha Lem,Handles,1,directed
Tasha Lem,Supreme Dalek (Victory of the Daleks),1,directed
Tasha Lem,Twelfth Doctor,1,directed
Tegan Jovanka,Adric,9,directed
Tegan Jovanka,Alistair Gordon Lethbridge-Stewart,2,directed
Tegan Jovanka,Ann Talbot,1,directed
Tegan Jovanka,Black Dalek Leader,1,directed
Tegan Jovanka,Black Guardian,3,directed
Tegan Jovanka,Borusa,2,directed
Tegan Jovanka,Chela,1,directed
Tegan Jovanka,Cyber-Leader (Earthshock),1,directed
Tegan Jovanka,Dalek,1,directed
Tegan Jovanka,Davros,1,directed
Tegan Jovanka,Dukkha,1,directed
Tegan Jovanka,Eirak,1,directed
Tegan Jovanka,Fifth Doctor,20,directed
Tegan Jovanka,First Doctor,1,directed
Tegan Jovanka,Fourth Doctor,2,directed
Tegan Jovanka,Gareth Jenkins (A Fix with Sontarans),1,directed
Tegan Jovanka,George Hutchinson,1,directed
Tegan Jovanka,Gravis,1,directed
Tegan Jovanka,Gustave Lytton,1,directed
Tegan Jovanka,Hindle,1,directed
Tegan Jovanka,Icthar,1,directed
Tegan Jovanka,Jane Hampden,1,directed
Tegan Jovanka,K9 Mark III,1,directed
Tegan Jovanka,Kamelion,2,directed
Tegan Jovanka,Lord President,1,directed
Tegan Jovanka,Madge Cranleigh,1,directed
Tegan Jovanka,Malus,1,directed
Tegan Jovanka,Mara,2,directed
Tegan Jovanka,Mawdryn,1,directed
Tegan Jovanka,Morgus,1,directed
Tegan Jovanka,Nathan (A Fix with Sontarans),1,directed
Tegan Jovanka,Nyssa,13,directed
Tegan Jovanka,Omega,1,directed
Tegan Jovanka,Peri Brown,1,directed
Tegan Jovanka,Rassilon,1,directed
Tegan Jovanka,Richard Mace,1,directed
Tegan Jovanka,Romana II,1,directed
Tegan Jovanka,Sarah Jane Smith,1,directed
Tegan Jovanka,Second Doctor,1,directed
Tegan Jovanka,Sharaz Jek,1,directed
Tegan Jovanka,Sixth Doctor,2,directed
Tegan Jovanka,Stotz,1,directed
Tegan Jovanka,Susan Foreman,1,directed
Tegan Jovanka,Terileptil,1,directed
Tegan Jovanka,Terileptil android,1,directed
Tegan Jovanka,The Master,5,directed
Tegan Jovanka,The Watcher (Logopolis),1,directed
Tegan Jovanka,Third Doctor,1,directed
Tegan Jovanka,Tractator,1,directed
Tegan Jovanka,Turner (A Fix with Sontarans),1,directed
Tegan Jovanka,Urbankan,1,directed
Tegan Jovanka,Vislor Turlough,10,directed
Tegan Jovanka,White Guardian,1,directed
Tegan Jovanka,Will Chandler,1,directed
Tegan Jovanka,Wrack,1,directed
